geoid,lat,long,class
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
8.0,41.899611,-87.633318,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
9.0,42.007627,-87.81378,class_income
,41.8090854843581,-87.63242456957649,class_tri
,42.009623377988696,-87.6701672940393,class_tri
,41.97882998234234,-87.77116691801386,class_tri
,41.983636455292796,-87.72358281827584,class_tri
,41.95358181896004,-87.72345248206662,class_tri
,41.927260741518765,-87.76550183689807,class_tri
,41.92434775700643,-87.73474016018459,class_tri
,41.92275985852189,-87.69915594576551,class_tri
,41.92275985852189,-87.69915594576551,class_tri
,41.90006984503975,-87.72091881010347,class_tri
,41.90006984503975,-87.72091881010347,class_tri
,41.9012067343156,-87.67635712603919,class_tri
,41.9012067343156,-87.67635712603919,class_tri
,41.9012067343156,-87.67635712603919,class_tri
,41.9012067343156,-87.67635712603919,class_tri
,41.894101296113426,-87.76311182422583,class_tri
,41.894101296113426,-87.76311182422583,class_tri
,41.894101296113426,-87.76311182422583,class_tri
,41.87859466819959,-87.73023251189852,class_tri
,41.87859466819959,-87.73023251189852,class_tri
,41.87400538488452,-87.66351788670046,class_tri
,41.87400538488452,-87.66351788670046,class_tri
,41.87400538488452,-87.66351788670046,class_tri
,41.87400538488452,-87.66351788670046,class_tri
,41.86018959234662,-87.71721947381866,class_tri
,41.86018959234662,-87.71721947381866,class_tri
,41.86018959234662,-87.71721947381866,class_tri
,41.86018959234662,-87.71721947381866,class_tri
,41.86018959234662,-87.71721947381866,class_tri
,41.83908700852653,-87.71400209568442,class_tri
,41.83908700852653,-87.71400209568442,class_tri
,41.83908700852653,-87.71400209568442,class_tri
,41.83908700852653,-87.71400209568442,class_tri
,41.85026617106391,-87.66756822559354,class_tri
,41.85026617106391,-87.66756822559354,class_tri
,41.85026617106391,-87.66756822559354,class_tri
,41.85026617106391,-87.66756822559354,class_tri
,41.85026617106391,-87.66756822559354,class_tri
,41.89960210642618,-87.63330943703566,class_tri
,41.89960210642618,-87.63330943703566,class_tri
,41.72818223370131,-87.59647566792844,class_tri
,41.94779237360123,-87.68383517981742,class_tri
